trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
567,False,"{'a': 0.95, 'e': 3.1053234093407815e-06}",20,2,27.539392036728497,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.95, 'e': 3.094407909801723e-06}",30,8,36.31109097282364,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.95, 'e': 3.0835498627743224e-06}",25,17,15.18832691215934,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.95, 'e': 3.072748865771575e-06}",20,9,20.945068510322905,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.95, 'e': 3.0620045198248717e-06}",20,9,14.030276861835459,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.95, 'e': 3.051316429447156e-06}",25,0,37.98738632747335,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
573,False,"{'a': 0.95, 'e': 3.040684202596532e-06}",20,16,8.412677687083749,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.95, 'e': 3.030107450640307e-06}",20,10,20.260865965968954,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.95, 'e': 3.0195857883194872e-06}",20,3,24.85844627884323,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.95, 'e': 3.009118833713686e-06}",35,24,21.78808805627075,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.95, 'e': 2.998706208206469e-06}",25,15,20.12238002848912,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.95, 'e': 2.9883475364511165e-06}",25,11,25.16901477620383,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.95, 'e': 2.978042446336792e-06}",30,14,30.322004594892206,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.95, 'e': 2.96779056895513e-06}",25,17,14.191258991890079,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.95, 'e': 2.9575915385672155e-06}",25,13,23.475485943225095,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.95, 'e': 2.9474449925709647e-06}",35,17,30.333332863802397,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.95, 'e': 2.937350571468897e-06}",20,6,24.26530634513213,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.95, 'e': 2.9273079188362896e-06}",25,8,32.406510652794495,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.95, 'e': 2.9173166812897165e-06}",25,11,25.19757634601794,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.95, 'e': 2.907376508455959e-06}",30,8,32.571444586274836,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.95, 'e': 2.8974870529412898e-06}",35,16,29.98052378302693,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.95, 'e': 2.8876479703011184e-06}",30,12,34.5690492813292,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.95, 'e': 2.8778589190099994e-06}",20,14,9.157897649012686,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.95, 'e': 2.868119560431996e-06}",35,21,26.639344372532864,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.95, 'e': 2.858429558791393e-06}",25,17,12.017749714633489,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.95, 'e': 2.8487885811437543e-06}",25,6,31.666919743268778,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.95, 'e': 2.839196297347325e-06}",20,14,10.554423780241587,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.95, 'e': 2.829652380034765e-06}",20,12,14.812011041083762,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.95, 'e': 2.820156504585222e-06}",20,0,26.10476671873608,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
596,False,"{'a': 0.95, 'e': 2.8107083490967224e-06}",20,16,6.902539595645038,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.95, 'e': 2.8013075943588946e-06}",20,0,33.507765634734355,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.95, 'e': 2.7919539238260045e-06}",25,15,18.080387278724682,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.95, 'e': 2.7826470235903077e-06}",25,8,34.5224072452394,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.95, 'e': 2.7733865823557147e-06}",20,8,21.553927804091288,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.95, 'e': 2.764172291411758e-06}",20,14,9.60030768829017,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.95, 'e': 2.755003844607865e-06}",20,15,6.879385184493881,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.95, 'e': 2.745880938327926e-06}",20,12,11.014845105985847,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.95, 'e': 2.7368032714651586e-06}",20,0,26.724493828648097,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
605,False,"{'a': 0.95, 'e': 2.7277705453972624e-06}",25,15,17.521607472727688,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.95, 'e': 2.7187824639618586e-06}",20,6,23.972585611329023,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.95, 'e': 2.709838733432215e-06}",25,13,21.913637466810535,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.95, 'e': 2.700939062493248e-06}",20,8,22.843289036847658,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.95, 'e': 2.6920831622177973e-06}",30,16,25.426709975808578,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.95, 'e': 2.683270746043182e-06}",25,9,32.56755921416249,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.95, 'e': 2.6745015297480126e-06}",25,10,28.90753609097922,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.95, 'e': 2.6657752314292767e-06}",20,14,10.421041172932831,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.95, 'e': 2.6570915714796828e-06}",25,8,28.830154369362297,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.95, 'e': 2.64845027256526e-06}",20,6,25.348282392409473,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.95, 'e': 2.639851059603217e-06}",25,20,7.984330791873783,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.95, 'e': 2.631293659740049e-06}",30,15,27.302699910351212,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.95, 'e': 2.622777802329892e-06}",20,9,20.617318244710745,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.95, 'e': 2.6143032189131245e-06}",35,13,43.87156871041126,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.95, 'e': 2.605869643195208e-06}",20,13,11.517298995301129,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.95, 'e': 2.5974768110257697e-06}",20,12,16.17148010741549,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.95, 'e': 2.589124460377916e-06}",25,18,13.501391545725195,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.95, 'e': 2.580812331327784e-06}",25,12,25.260639868123043,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.95, 'e': 2.572540166034315e-06}",20,7,22.08784977182478,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.95, 'e': 2.5643077087192616e-06}",20,15,9.722604644301907,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.95, 'e': 2.556114705647416e-06}",20,6,16.726360886546527,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.95, 'e': 2.5479609051070564e-06}",20,8,19.74037467812743,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.95, 'e': 2.5398460573906155e-06}",25,13,19.68474623415999,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.95, 'e': 2.531769914775561e-06}",25,13,11.53111542820288,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.95, 'e': 2.523732231505491e-06}",30,16,11.629880405082123,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
630,False,"{'a': 0.95, 'e': 2.5157327637714355e-06}",30,16,27.46497214628677,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.95, 'e': 2.507771269693371e-06}",25,4,31.7845083863541,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.95, 'e': 2.4998475093019326e-06}",20,1,29.108393370822974,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.95, 'e': 2.4919612445203332e-06}",20,7,8.87845184523232,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
634,False,"{'a': 0.95, 'e': 2.4841122391464788e-06}",20,10,13.634147349678543,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.95, 'e': 2.4763002588352844e-06}",20,0,28.694830661776283,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
636,False,"{'a': 0.95, 'e': 2.4685250710811794e-06}",25,7,31.793700167335032,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.95, 'e': 2.460786445200808e-06}",30,14,25.536292030934668,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.95, 'e': 2.45308415231592e-06}",30,23,13.804277949196365,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.95, 'e': 2.445417965336445e-06}",20,12,14.746782093683642,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.95, 'e': 2.4377876589437553e-06}",20,10,17.55708728907172,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.95, 'e': 2.43019300957411e-06}",25,12,23.25364491761935,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.95, 'e': 2.422633795402277e-06}",25,8,33.6285217818569,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.95, 'e': 2.415109796325338e-06}",20,2,26.662813337159115,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.95, 'e': 2.4076207939466635e-06}",20,10,20.980337853118623,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.95, 'e': 2.400166571560066e-06}",25,15,13.643086819084207,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.95, 'e': 2.3927469141341235e-06}",30,21,16.86017045139427,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.95, 'e': 2.385361608296669e-06}",25,16,19.086549676921454,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.95, 'e': 2.3780104423194546e-06}",20,10,17.136452160071794,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.95, 'e': 2.3706932061029706e-06}",30,12,32.39285868945362,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.95, 'e': 2.3634096911614388e-06}",20,10,22.720109102356354,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.95, 'e': 2.356159690607959e-06}",20,11,16.68623141038826,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.95, 'e': 2.348942999139817e-06}",30,20,19.54183337503361,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.95, 'e': 2.3417594130239526e-06}",25,12,23.64126091515715,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.95, 'e': 2.3346087300825774e-06}",30,15,12.490306248743476,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
655,False,"{'a': 0.95, 'e': 2.327490749678952e-06}",35,25,19.771332895453376,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.95, 'e': 2.320405272703309e-06}",20,7,26.278629338844986,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.95, 'e': 2.3133521015589333e-06}",25,8,31.115636760728233,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.95, 'e': 2.30633104014838e-06}",20,6,26.602784396887376,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.95, 'e': 2.299341893859849e-06}",20,14,9.81130509446105,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.95, 'e': 2.292384469553696e-06}",20,16,10.053977618352242,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.95, 'e': 2.28545857554909e-06}",25,12,22.069633709406283,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.95, 'e': 2.2785640216108123e-06}",25,3,41.7309412989277,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.95, 'e': 2.271700618936192e-06}",25,18,15.468567854780469,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.95, 'e': 2.2648681801421794e-06}",20,10,16.623529123425744,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.95, 'e': 2.2580665192525575e-06}",20,12,14.219815324690181,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.95, 'e': 2.251295451685286e-06}",20,8,24.46454801153019,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.95, 'e': 2.2445547942399786e-06}",20,0,31.00217910216383,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
668,False,"{'a': 0.95, 'e': 2.2378443650855104e-06}",20,16,8.034069468917139,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.95, 'e': 2.2311639837477554e-06}",20,16,7.259480668547761,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.95, 'e': 2.2245134710974527e-06}",25,17,15.516826698054413,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.95, 'e': 2.2178926493381973e-06}",25,17,11.135833908080162,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.95, 'e': 2.211301341994558e-06}",25,16,17.063586914584402,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.95, 'e': 2.2047393739003175e-06}",20,8,28.577709287881014,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.95, 'e': 2.1982065711868315e-06}",25,15,20.268118543792625,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.95, 'e': 2.1917027612715163e-06}",30,17,25.088175654728744,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.95, 'e': 2.185227772846447e-06}",30,2,46.01541042638078,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.95, 'e': 2.1787814358670783e-06}",20,6,24.187978216927554,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.95, 'e': 2.1723635815410792e-06}",25,0,28.21406396763741,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
679,False,"{'a': 0.95, 'e': 2.1659740423172847e-06}",25,15,20.50156994105741,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.95, 'e': 2.1596126518747596e-06}",25,13,21.477895252738808,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.95, 'e': 2.1532792451119754e-06}",35,21,26.72376688199086,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.95, 'e': 2.146973658136096e-06}",20,13,12.76359732652914,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.95, 'e': 2.140695728252378e-06}",25,18,9.497081486169925,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.95, 'e': 2.1344452939536716e-06}",30,19,23.92475978847861,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.95, 'e': 2.1282221949100374e-06}",25,11,24.726875924974674,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.95, 'e': 2.1220262719584625e-06}",25,12,15.060585943261222,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.95, 'e': 2.115857367092684e-06}",25,14,20.35500216738076,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.95, 'e': 2.1097153234531144e-06}",25,18,15.327560243728453,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.95, 'e': 2.103599985316872e-06}",25,7,26.564973906959164,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.95, 'e': 2.097511198087909e-06}",20,5,23.559206279483824,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.95, 'e': 2.0914488082872403e-06}",20,13,-0.30229663780813354,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
692,False,"{'a': 0.95, 'e': 2.0854126635432745e-06}",35,19,15.028195408572351,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
693,False,"{'a': 0.95, 'e': 2.0794026125822366e-06}",25,13,20.033166628939547,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.95, 'e': 2.073418505218691e-06}",20,15,7.791469220416786,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.95, 'e': 2.067460192346159e-06}",20,13,15.611456427801375,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.95, 'e': 2.0615275259278317e-06}",20,15,12.325659424119406,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.95, 'e': 2.0556203589873726e-06}",30,13,29.962623942026127,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.95, 'e': 2.0497385455998162e-06}",20,16,8.901600919031386,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.95, 'e': 2.0438819408825543e-06}",25,20,7.138774810789553,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.95, 'e': 2.0380504009864165e-06}",25,18,11.932238089426814,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.95, 'e': 2.032243783086834e-06}",30,4,36.35283369651661,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.95, 'e': 2.026461945375097e-06}",20,5,25.697251233321804,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.95, 'e': 2.0207047470496954e-06}",20,16,6.580493718848427,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.95, 'e': 2.0149720483077457e-06}",25,14,19.190851420172834,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.95, 'e': 2.0092637103365065e-06}",20,3,28.91921618909536,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.95, 'e': 2.0035795953049716e-06}",25,15,22.02025482913306,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.95, 'e': 1.997919566355554e-06}",35,18,31.53152435595234,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.95, 'e': 1.992283487595844e-06}",20,3,29.855022871107742,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.95, 'e': 1.986671224090455e-06}",20,0,28.45300214703423,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.95, 'e': 1.981082641852946e-06}",35,17,31.372638471839387,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.95, 'e': 1.9755176078378265e-06}",25,18,12.402120925773461,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.95, 'e': 1.9699759899326348e-06}",25,20,11.206470561252333,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.95, 'e': 1.964457656950099e-06}",20,3,35.23388906386873,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.95, 'e': 1.958962478620373e-06}",35,19,32.84383300018444,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.95, 'e': 1.953490325583349e-06}",20,16,7.934794377582251,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.95, 'e': 1.948041069381041e-06}",30,17,26.30449340144872,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.95, 'e': 1.9426145824500506e-06}",25,12,25.21869531976384,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.95, 'e': 1.9372107381140984e-06}",20,9,20.018579107793055,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.95, 'e': 1.931829410576631e-06}",20,6,23.586044908889356,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.95, 'e': 1.9264704749135017e-06}",30,13,35.10153275958371,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.95, 'e': 1.921133807065719e-06}",20,12,14.219170743094558,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.95, 'e': 1.9158192838322667e-06}",25,19,14.60096118516254,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.95, 'e': 1.910526782862995e-06}",25,15,18.012980925506273,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.95, 'e': 1.9052561826515753e-06}",20,5,27.32086436464313,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.95, 'e': 1.9000073625285298e-06}",30,17,24.38213920694117,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.95, 'e': 1.894780202654322e-06}",30,20,19.89507722233964,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.95, 'e': 1.8895745840125172e-06}",20,10,19.098059907631157,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.95, 'e': 1.8843903884030094e-06}",20,16,7.15515290947875,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.95, 'e': 1.879227498435308e-06}",25,15,18.076522622359658,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.95, 'e': 1.8740857975218964e-06}",35,23,24.136044249010187,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.95, 'e': 1.8689651698716462e-06}",25,15,22.116425437276227,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.95, 'e': 1.8638655004833003e-06}",20,12,12.663817156076398,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.95, 'e': 1.8587866751390165e-06}",25,19,12.857531806379315,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.95, 'e': 1.8537285803979694e-06}",20,9,19.371073657043784,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.95, 'e': 1.8486911035900194e-06}",20,0,30.969378743340407,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
736,False,"{'a': 0.95, 'e': 1.843674132809435e-06}",25,20,12.32888998878295,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.95, 'e': 1.8386775569086791e-06}",25,12,21.987243826437027,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.95, 'e': 1.8337012654922544e-06}",20,11,14.974857078000905,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.95, 'e': 1.8287451489106026e-06}",25,8,34.63386539300832,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.95, 'e': 1.8238090982540675e-06}",20,14,12.639145896322582,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.95, 'e': 1.818893005346909e-06}",30,21,10.196800407924773,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.95, 'e': 1.813996762741377e-06}",20,15,7.891210757770135,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.95, 'e': 1.8091202637118428e-06}",25,17,15.848575018372326,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.95, 'e': 1.8042634022489782e-06}",20,14,9.006990048493629,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.95, 'e': 1.7994260730539995e-06}",25,15,19.993203912582437,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.95, 'e': 1.7946081715329563e-06}",20,10,20.0009385568598,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
